Rental_ID,Rental_date_start,Rental_date_end,Start_location,End_location,Driven_km,Layover_time,Total_cost,Car_state_ID,User_ID
54,2024-01-05 08:32:49,2024-01-05 11:56:10,52.42472958717359 16.98473516660653,52.527087846669154 17.065977964088546,23.642003769465184,1,44.29,10,4
55,2024-05-05 08:32:28,2024-05-05 12:57:25,52.54183732240694 16.90335942938671,52.341063044923025 16.956144997197185,40.60996124189403,9,82.74,10,1
56,2024-05-15 04:25:58,2024-05-15 09:39:22,49.90612085427004 19.920750070006807,50.15225670473003 20.11240470020002,44.60202140373624,2,89.48,10,6
57,2024-05-18 22:02:00,2024-05-18 22:48:05,49.88752184994493 19.87512470761848,49.926328901365515 19.914748187915063,17.16451539467482,5,37.71,10,4
58,2024-06-07 00:42:19,2024-06-07 03:46:25,51.8851225921225 19.492656685580624,51.6711693961294 19.30248088289838,54.15081444385929,19,109.67,10,1
59,2024-09-30 04:18:08,2024-09-30 05:43:42,51.7283823392547 19.429740862737383,51.82193196366839 19.50422848456789,22.59616420967549,11,53.99,10,3
60,2024-01-29 10:18:28,2024-01-29 11:21:49,54.45588760338968 18.772385715775677,54.444851590161335 18.65974781211488,25.38467058717427,8,47.95,11,2
61,2024-03-31 01:53:22,2024-03-31 06:52:59,50.118315068528084 20.134910229916308,49.92242040687649 20.047894313325568,46.65227183402456,16,84.91,11,1
62,2024-04-30 05:12:49,2024-04-30 09:41:43,54.54400196341508 18.770824264770056,54.45779507292509 18.586203029876362,27.296924796587433,8,51.2,11,6
63,2024-02-27 08:01:13,2024-02-27 10:47:54,51.88332293787797 19.35264605990833,51.786391570498154 19.51481881829875,40.50282405868519,12,74.05,11,5
64,2024-09-19 01:15:58,2024-09-19 01:34:19,50.00932513661519 19.760644340025966,50.03723731050954 19.940847289508852,30.242560417057803,9,69.77,11,2
65,2024-10-08 17:04:47,2024-10-08 22:09:00,52.49192053228298 16.863845063436955,52.558929131233825 16.73489830911398,25.472453564925438,5,59.19,11,6
66,2024-11-10 18:36:38,2024-11-10 19:20:11,50.959625589071734 16.888333531328374,51.20770543589592 17.12355483809697,47.10764805809549,24,107.29,11,4
67,2024-09-16 07:41:45,2024-09-16 10:23:55,52.26957890644 16.902142644950175,52.2095445547808 16.803871000862102,39.45188459797586,20,90.65,12,3
68,2024-10-11 17:30:04,2024-10-11 21:17:52,50.099767150690155 19.818024274582232,49.92391261775233 19.88062919080788,31.059331756439516,2,70.5,12,5
69,2024-12-23 20:59:52,2024-12-23 23:53:30,51.92979805628298 19.314499604869347,51.84771106165221 19.519319102059246,29.759991956976982,16,69.74,12,4
70,2024-01-02 00:59:39,2024-01-02 03:15:27,51.91682484957019 19.468372238958032,51.82305549030097 19.2733719485961,46.96933206197353,7,84.55,13,1
71,2024-03-26 19:44:24,2024-03-27 00:39:12,50.21990783504867 19.997911827446586,49.96818187118778 19.972019607493404,43.05152283789585,17,78.89,13,1
72,2024-02-15 08:29:42,2024-02-15 12:21:47,51.92379883093063 19.361572219714056,51.9303057946699 19.623269928724792,45.95916653330399,1,82.23,13,3
73,2024-04-13 16:04:16,2024-04-13 16:45:58,54.39642959430859 18.80656980477218,54.16438439836705 18.494897200474064,33.78915357729145,22,63.64,13,6
74,2024-05-29 12:25:40,2024-05-29 17:01:35,52.148769712157815 21.209518875802484,52.1740764519453 20.847730738268545,31.837928914276546,9,66.07,13,2
75,2024-09-10 00:30:37,2024-09-10 04:28:43,54.288058787987424 18.668062183269754,54.47775892125351 18.693579276714885,29.158313386330896,19,68.89,13,6
76,2024-09-23 21:32:30,2024-09-24 00:12:05,50.035903629895124 20.13562423501362,50.13598631211076 19.89552849392272,38.427594850356975,21,88.64,13,3
77,2024-04-23 21:38:08,2024-04-24 03:10:00,52.22376166141551 16.875476470168362,52.34867161363036 16.890371550189244,29.926256479825874,22,57.07,14,4
78,2024-02-13 23:01:07,2024-02-14 01:41:39,51.929316657468306 19.532802911137658,51.616509566749464 19.599803841910617,40.08672793813671,2,72.35,14,3
79,2024-01-31 09:44:50,2024-01-31 13:42:38,52.490489727962554 17.05600152740583,52.3924253549894 16.726852445590982,28.83231710786554,19,54.91,14,4
80,2024-09-22 04:50:31,2024-09-22 10:24:49,50.10629814386548 19.90437413458024,50.24905748580947 19.956080343918725,29.29554172101435,2,66.8,14,2
81,2024-04-10 07:07:05,2024-04-10 10:47:27,49.96450437689848 20.052993734131505,49.876269076645094 20.119877767003977,25.917462425959428,23,50.36,15,4
82,2024-06-11 01:48:17,2024-06-11 02:34:20,51.24537049919995 16.993988962472997,51.25785979518975 17.09589419812258,14.226991698466836,5,32.13,15,2
83,2024-06-18 01:26:03,2024-06-18 05:10:43,54.224659658704915 18.525264245237416,54.22244660248742 18.533498748655838,25.58915560948041,18,55.28,15,4
