Rental_ID,Rental_date_start,Rental_date_end,Start_location,End_location,Driven_km,Layover_time,Total_cost,Car_state_ID,User_ID
39,2028-03-24 15:10:36,2028-03-24 20:09:17,54.52262798868367 18.484173665827786,54.48365125382841 18.84301243747289,53.57072963726408,22,97.27,7,3
40,2028-05-22 19:35:35,2028-05-23 00:55:09,52.251227791518104 16.835582701030134,52.506976850859104 17.033599303572306,45.45430182613923,10,92.06,7,1
41,2028-12-14 10:07:13,2028-12-14 11:41:07,51.304781032946224 16.962750424839356,51.20796319125077 17.18342609884097,19.75446154019238,7,47.46,7,1
42,2028-10-25 09:13:57,2028-10-25 14:43:34,54.43325029664336 18.497769944066505,54.30519799915731 18.504968022540307,31.246398274480903,20,73.42,7,4
43,2028-09-11 12:03:50,2028-09-11 15:39:39,50.98344910852304 16.96224334166587,51.138534273172084 17.164174972753045,34.28290372611565,9,78.25,7,4
44,2028-11-01 05:03:49,2028-11-01 07:48:28,52.30993225999449 21.050750605333867,52.28511519187362 20.877536579994825,35.097912818308046,11,80.25,7,4
45,2028-03-04 12:41:51,2028-03-04 17:42:33,52.031043521519074 21.169224835772194,52.08173983050162 21.208094223066126,12.232211621664277,5,25.29,8,3
46,2028-04-08 21:06:39,2028-04-08 22:31:29,52.38087692095704 17.094232196718718,52.28315650052643 17.02785573390657,35.76488848091667,2,65.0,8,2
47,2028-02-02 18:26:14,2028-02-02 23:24:54,52.09469320511745 21.024494915196144,52.20259272165492 21.16570328212104,42.38758341051965,21,78.16,8,3
48,2028-01-03 14:42:01,2028-01-03 16:28:35,52.317189410002996 20.940512794402952,52.17194437661848 20.98644432151673,20.45048028660264,5,39.27,8,1
49,2028-05-09 00:03:38,2028-05-09 05:03:33,50.185149401181306 20.113499524236023,50.15723962049005 20.099013924792203,15.270409929179769,13,35.07,8,2
50,2028-05-30 08:03:15,2028-05-30 08:31:17,49.975616155773 19.911752566732375,50.21213440911057 19.931897197932948,42.33885980737787,6,85.66,8,3
51,2028-10-05 09:00:54,2028-10-05 12:46:48,54.155791955855435 18.629761094110968,54.322908574658435 18.492540195575984,25.6111973521162,12,60.46,8,2
52,2028-03-03 16:19:38,2028-03-03 18:54:24,51.23132229381794 16.927982774891852,51.10388976142686 17.077620399485056,36.59657089265367,8,67.01,9,2
53,2028-02-25 03:50:34,2028-02-25 03:56:40,50.91018782411144 16.85895962827386,50.98806673228941 16.91447294228287,35.49288260434824,3,64.64,9,4
54,2028-03-16 04:17:29,2028-03-16 09:55:59,51.21540028375966 16.965551288930563,51.096764725950756 17.20623846766222,30.349142387036213,17,57.29,9,3
55,2028-07-01 00:26:23,2028-07-01 04:46:20,51.6872419116188 19.464984904558243,51.95085030796127 19.54569110073326,59.83221320160257,2,118.42,9,3
56,2028-07-11 21:25:27,2028-07-12 01:40:13,52.466972850674445 16.909323049803664,52.29569745787718 16.783539179020107,41.87097336756489,9,85.13,9,4
57,2028-06-06 18:42:26,2028-06-07 00:07:40,52.247383246008646 16.930577798398353,52.47754186277279 16.833410613859222,50.42927774528059,9,101.4,9,4
58,2028-11-07 04:19:10,2028-11-07 04:42:27,52.10466579996987 20.953360345982787,52.03623589538876 21.025090897396126,20.051821980976875,22,50.19,9,2
59,2028-04-06 04:02:00,2028-04-06 08:05:13,52.21650793944602 21.0885943785595,52.26652899513141 21.161869985647524,30.471891510207993,15,57.3,10,3
60,2028-03-26 18:11:51,2028-03-26 18:29:54,51.69913570519076 19.341370312637974,51.77852818506739 19.30567254633883,35.1638578042942,4,64.18,10,3
61,2028-02-20 20:49:29,2028-02-21 00:24:01,51.109224726009394 16.839894849337355,51.20882020406241 16.87495072227996,25.341134959291544,11,48.18,10,2
62,2028-03-26 00:25:04,2028-03-26 06:01:16,51.14378828307489 16.87654776682303,51.111612757308265 17.008359187425146,17.869683642641245,9,35.28,10,3
63,2028-08-14 07:33:39,2028-08-14 10:34:42,54.181434509466605 18.50096501964948,54.49009778439906 18.66228088544422,55.87975659376472,5,111.27,10,3
64,2028-11-19 15:34:17,2028-11-19 20:38:45,52.122310305330856 20.857703948779463,52.1474165228302 20.953036605319017,9.08024762484552,23,27.29,10,3
65,2028-11-28 15:07:17,2028-11-28 19:47:58,51.94794739582999 19.54149877432206,51.563255922133315 19.31198917575582,65.59955552744346,6,143.6,10,1
66,2028-10-31 09:11:42,2028-10-31 13:36:37,51.172314809003595 16.848997218582703,50.94801905953965 16.979435878628482,28.554282738157863,2,65.24,10,2
67,2028-10-24 07:38:18,2028-10-24 09:32:10,54.519175013032765 18.589068813628014,54.330885686270626 18.559707699857846,27.02279443542954,18,64.27,10,3
68,2028-03-21 15:59:58,2028-03-21 19:17:39,54.5423510644427 18.649587083175906,54.326894778799954 18.749789207689858,29.818653968747057,12,55.89,11,1
69,2028-04-16 14:53:31,2028-04-16 18:16:41,51.65729905189052 19.53511516728415,51.76246268216706 19.55167091132131,37.74916824644743,22,70.37,11,1
70,2028-06-01 04:35:26,2028-06-01 04:44:22,54.23467107724828 18.57211872317228,54.225000842955566 18.557428135178228,16.438042581346156,10,36.93,11,4
71,2028-05-11 15:03:57,2028-05-11 19:38:48,52.25002824747334 20.962668300318054,52.32851063950319 21.011703516603905,34.34242714461493,5,70.35,11,3
72,2028-10-22 14:06:28,2028-10-22 19:34:09,54.53569282402777 18.64354860999249,54.41678599106544 18.52871951227818,41.16106399280643,11,92.98,11,2
73,2028-09-06 00:03:17,2028-09-06 02:07:09,51.93389269135327 19.515503317462883,51.85476841999844 19.43753449169487,30.297251875634966,21,71.56,11,3
74,2028-04-27 05:44:04,2028-04-27 11:37:19,52.25008824072663 20.96996183523784,52.22959987846051 20.82018479485007,31.449834346374654,7,58.16,12,2
75,2028-03-27 20:59:12,2028-03-28 02:44:20,50.25291869895614 19.826764026439616,50.03456734475171 19.757596141882548,39.77481877769915,21,73.72,12,2
76,2028-11-08 20:59:45,2028-11-09 02:07:29,54.38340328107133 18.825268302684083,54.413177239708745 18.69526128291214,26.04339317107314,10,61.09,12,1
77,2028-02-03 03:02:00,2028-02-03 05:04:37,54.40087556986693 18.661961514297968,54.16080016473007 18.768178026723213,56.57129056340872,7,100.87,13,3
78,2028-03-14 07:54:56,2028-03-14 08:44:16,50.2423549620792 19.825507841210303,49.97378099121598 20.08402135282689,51.09601864181649,4,91.26,13,4
79,2028-11-19 08:43:47,2028-11-19 14:40:43,54.36488932936407 18.509713799426184,54.49949340207603 18.459889896541036,32.31027139219955,24,76.21,13,1
80,2028-11-16 13:53:31,2028-11-16 15:37:48,49.98682753523399 19.992656542497347,50.09923624108546 20.03118723166617,23.798543261948534,15,57.08,13,2
81,2028-10-11 11:44:11,2028-10-11 16:40:49,51.94484605255424 19.583040098012958,51.571540332342856 19.287495446432576,70.2258409352156,9,153.73,13,4
82,2028-10-23 08:28:08,2028-10-23 08:43:19,54.161420292084756 18.741586155412623,54.359274383348776 18.817625410149997,39.547879863602944,2,88.33,13,4
83,2028-03-26 03:39:19,2028-03-26 08:41:44,54.30722926122201 18.671719955399976,54.324401201370094 18.5486741753632,31.20621677218942,1,57.15,14,4
84,2028-01-26 01:12:49,2028-01-26 04:41:49,49.87865778656494 19.876234899866645,49.943297711277836 20.067874632441676,36.491143090511,24,68.43,14,3
85,2028-02-02 16:18:03,2028-02-02 21:57:11,51.74155366362386 19.557132252005218,51.924617020200905 19.34178488904568,37.165702275783744,13,68.48,14,4
86,2028-02-24 19:09:48,2028-02-24 20:43:52,49.9176967285916 19.97856711083434,49.930005093695236 20.10350706937355,30.04829096613465,1,55.18,14,1
87,2028-05-31 06:49:22,2028-05-31 11:10:59,51.14399623898122 16.96994553728875,50.94993069062982 17.01576653971793,45.815546218485174,7,92.39,14,4
88,2028-06-22 06:06:57,2028-06-22 08:17:51,51.70133683968501 19.56206657568811,51.77677416617915 19.34254584887651,38.28700160980425,12,78.69,14,2
89,2028-07-03 05:45:42,2028-07-03 08:14:21,54.489431116911334 18.638068298999425,54.439135637510915 18.69512663332198,24.69889425103062,17,53.47,14,1
90,2028-12-28 11:12:39,2028-12-28 16:00:07,49.94298615310042 19.871924470801943,49.98261649130956 19.99336880722336,33.740707817478196,1,76.0,14,2
91,2028-01-22 15:04:07,2028-01-22 18:29:24,52.439034290383944 16.90784714299424,52.55679432742279 17.108764669005588,32.87981984367926,6,60.5,15,4
92,2028-04-11 11:33:38,2028-04-11 11:39:03,52.371039462432165 16.92438944132444,52.34153107332233 16.809121230877707,19.48797075189168,23,39.43,15,3
93,2028-01-17 06:03:59,2028-01-17 11:10:05,54.47589831421243 18.78462822272705,54.21220212560914 18.598523698928474,34.70599793985154,17,64.7,15,1
94,2028-05-01 20:23:40,2028-05-02 02:15:50,54.55156790216611 18.688479886875673,54.53502340340843 18.621190848274942,23.714110542178553,18,51.72,15,1
95,2028-07-06 19:41:14,2028-07-07 01:25:02,52.26541685473413 21.072320055686035,52.140419725515756 20.96620662339174,41.66768268214259,16,85.59,15,2
96,2028-06-12 23:51:12,2028-06-13 02:19:59,51.29305275375119 17.206369763050656,50.965786427883806 16.856045116743974,68.83913308178796,7,136.13,15,3
97,2028-12-17 10:05:55,2028-12-17 14:10:43,51.72950831929561 19.36875876490002,51.69392973529141 19.401073899275975,22.53963865916096,20,55.13,15,4
98,2028-11-05 08:05:03,2028-11-05 11:50:08,51.95847729344401 19.282992873163625,51.729469575635875 19.492402701098175,40.24704388676829,24,92.88,15,3
99,2028-12-16 14:17:53,2028-12-16 17:48:42,52.30787294680296 21.04591092038304,52.23844470713199 21.000449700187875,22.316681404257096,12,53.55,15,1
100,2028-03-29 14:02:52,2028-03-29 14:27:13,52.26272739985579 20.960132369848093,52.27843065694526 20.96218901149088,2.751721319429156,5,9.18,16,4
101,2028-02-01 02:01:29,2028-02-01 05:25:20,51.87364695065357 19.52287433319243,51.93355930210584 19.53508643613194,15.714425841947623,3,31.01,16,4
102,2028-01-12 13:13:45,2028-01-12 14:50:22,49.96563510248954 20.05869975658215,50.00136981426395 19.95724896278595,18.27069199837169,8,35.86,16,2
